BUSSTOP_NM	BUS_STOP_ID	GPS_LATI	GPS_LONG
한국무예연수원	23050	36.2181	127.418
어남동	23010	36.213	127.412
백암리	74810	36.2071	127.404
백암리종점	74480	36.2063	127.399
백암리종점	74480	36.2062	127.399
백암리	74820	36.2071	127.403
어남동	23020	36.2129	127.412
한국무예연수원	23060	36.2182	127.418
증터	23040	36.2225	127.417
도리뫼	23000	36.2329	127.408
답적골	22950	36.2461	127.406
우남스타원아파트	22500	36.2932	127.383
농산물유통센터	22460	36.2888	127.38
안영생활체육단지	22680	36.2852	127.376
한빛고교	22670	36.2832	127.376
안영동검바위마을	22700	36.2732	127.377
샛고개	23520	36.271	127.379
한마음아파트	74170	36.2688	127.376
구만리	74230	36.2615	127.378
부대앞	74110	36.2602	127.375
지량리	74070	36.2571	127.374
둥구나무집	74090	36.2504	127.375
지량1리	74010	36.2473	127.37
압재	74030	36.2386	127.372
압재	74050	36.2343	127.373
신대2리	74130	36.2285	127.376
신대3리	74140	36.2246	127.376
신대1리	74190	36.2129	127.377
신대초등학교	74240	36.209	127.378
구례2리	74300	36.2039	127.379
구례1리	74270	36.2012	127.379
구례3리	74320	36.197	127.382
운곡마을	74340	36.1911	127.383
백암리	74210	36.184	127.378
수영2리	74370	36.182	127.385
복수중학교	74380	36.1804	127.389
수영3리	74400	36.177	127.392
수영1리	74420	36.1735	127.392
복수면사무소	74440	36.1667	127.398
곡남리종점	74460	36.1628	127.398
곡남삼거리	74550	36.1595	127.397
교촌리모랭이골	74590	36.155	127.391
교촌1리	74570	36.1514	127.382
방축리	74610	36.1474	127.375
진산면사무소	74630	36.1441	127.37
진산	74650	36.1421	127.367
원묵산	74680	36.1349	127.357
대둔산눈썰매장	74690	36.132	127.354
대둔산휴게소	74700	36.1258	127.341
대둔산휴게소	74700	36.1264	127.342
대둔산눈썰매장	3061	36.1319	127.354
원묵산	3059	36.1348	127.357
진산	74650	36.142	127.367
진산면사무소	74640	36.1439	127.37
방축리	74620	36.1472	127.375
교촌1리	74580	36.1513	127.382
교촌리모랭이골	74600	36.1549	127.391
곡남삼거리	74560	36.1593	127.397
곡남리종점	74470	36.163	127.398
복수면사무소	74450	36.1665	127.398
수영1리	74430	36.1734	127.393
수영3리	74410	36.177	127.392
복수중학교	74390	36.1804	127.389
수영2리	74360	36.1822	127.385
백암리	74220	36.1841	127.378
운곡마을	74350	36.1911	127.384
구례3리	74330	36.1963	127.383
구례1리	74280	36.2014	127.379
구례2리	74310	36.2039	127.38
신대초등학교	74260	36.2089	127.379
신대1리	74200	36.2129	127.377
신대3리	74160	36.2248	127.376
신대2리	74150	36.2284	127.376
신대	74060	36.2344	127.373
압재	74040	36.2385	127.372
지량1리	74020	36.2474	127.371
둥구나무집	74100	36.2504	127.375
지량리	74080	36.257	127.374
부대앞	74120	36.2602	127.375
구만리	74250	36.2613	127.378
한마음아파트	74180	36.2687	127.376
샛고개	22730	36.2713	127.379
안영동검바위마을	22710	36.2738	127.377
한빛고교	22660	36.2831	127.376
안영생활체육단지	22690	36.2852	127.377
농산물유통센터	22470	36.2885	127.38
우남스타원아파트	22520	36.2933	127.383
가수원육교.가수원시장	33040	36.3047	127.351
동방고등학교	33000	36.3037	127.346
건양대병원네거리	33560	36.3025	127.34
관저지하차도	33480	36.3018	127.337
관저네거리	33440	36.3018	127.335
신선마을아파트	46530	36.3016	127.33
롯데마트서대전점	46520	36.3004	127.326
샘물타운아파트	40210	36.2999	127.322
원내동	40020	36.2988	127.316
진잠중학교	40070	36.2962	127.317
서대전IC	40180	36.2933	127.32
방동저수지	41140	36.286	127.308
방동새운네	41130	36.2879	127.307
방동5통	41110	36.2891	127.305
성북3통마을회관	40620	36.2945	127.299
성북3통굿개말길	40600	36.2985	127.296
성북2통동구나무	40580	36.3039	127.293
성북2통마을회관앞	40560	36.3066	127.292
성북1통마을회관	40520	36.3118	127.29
성북1통	46410	36.3147	127.285
성북동산림욕장	40790	36.3151	127.282
성북동산림욕장	9002017	36.315	127.283
성북1통	40800	36.3146	127.285
국립대전숲체원	46670	36.3231	127.291
성북1통마을회관	40510	36.3119	127.289
성북2통마을회관앞	40550	36.3064	127.292
성북2통동구나무	40570	36.3038	127.293
성북3통굿개말길	40590	36.2985	127.296
성북3통마을회관	40610	36.2943	127.299
방동5통	41100	36.289	127.305
방동새운네	41120	36.2878	127.307
방동저수지	41150	36.2849	127.309
서대전IC	40100	36.294	127.318
진잠중학교	40060	36.2963	127.317
원내동	40030	36.2988	127.316
샘물타운아파트	40220	36.2997	127.322
구봉마을5단지	33330	36.3003	127.327
신선마을아파트	33370	36.3011	127.33
관저네거리	33470	36.3012	127.336
건양대병원네거리	33630	36.3029	127.343
동방고등학교	33010	36.3035	127.347
방동저수지	41160	36.2846	127.31
방동4통	41090	36.2807	127.301
방동3통	41050	36.272	127.291
삿갓집	41030	36.2671	127.289
알로에농장	41010	36.2669	127.285
계룡과선교	40980	36.2677	127.279
방동1통	40950	36.2732	127.274
사봉	40970	36.2831	127.276
세동2통	40780	36.2849	127.277
구억들	40760	36.2886	127.275
중세동	40720	36.2929	127.274
삼박골	40750	36.295	127.275
돌마루	40680	36.3007	127.272
양새터골	40700	36.3026	127.272
감골	40660	36.3048	127.272
쉼터공동체	45990	36.3105	127.269
세동종점	40640	36.3124	127.268
세동종점	40640	36.3115	127.269
쉼터공동체	46000	36.3105	127.269
감골	40650	36.3048	127.271
양새터골	40690	36.3028	127.272
돌마루	40670	36.3009	127.272
삼박골	40730	36.2951	127.275
중세동	40710	36.2929	127.274
구억들	40740	36.2886	127.275
세동2통	40770	36.2849	127.276
사봉	40960	36.2831	127.276
방동1통	40940	36.2732	127.274
계룡과선교	45980	36.267	127.28
알로에농장	41020	36.2666	127.285
삿갓집	41040	36.2675	127.29
방동3통	41060	36.2714	127.291
엉고개	41070	36.2761	127.294
방동4통	41080	36.2797	127.3
방동대교	41170	36.2835	127.31
방동1통	40930	36.2709	127.273
방동길	40900	36.2735	127.269
송정2통	40880	36.2761	127.263
송정1통	40870	36.2799	127.256
엄사리	77660	36.288	127.245
계룡대제2문	73630	36.2998	127.237
신도안면사무소	73680	36.2997	127.241
계룡대쇼핑센터	73720	36.2975	127.245
용남고등학교	73710	36.295	127.245
한배미뜰	40810	36.2904	127.248
안골입구	46320	36.2881	127.249
송정소징이	40830	36.2866	127.25
송정소징이	40840	36.2867	127.25
송정소징이	40840	36.2872	127.249
안골입구	46330	36.2881	127.249
한배미뜰	40820	36.2905	127.248
용남고등학교	73740	36.2947	127.244
계룡대아파트	73780	36.2963	127.246
신도안면사무소	73690	36.2999	127.242
무궁화동산	73620	36.2988	127.236
엄사리	73340	36.2878	127.245
송정1통	40860	36.2791	127.256
송정2통	40890	36.2758	127.263
방동길	40910	36.272	127.269
방동1통	40920	36.2703	127.274
대전역동광장종점	11420	36.3326	127.438
대전역동광장종점	9005621	36.332	127.438
중앙시장	10030	36.3291	127.434
원동네거리	10020	36.3263	127.434
대흥동우체국	20810	36.3253	127.431
동명중학교	20880	36.3108	127.439
석교치안센터	20910	36.3078	127.445
가오동	14360	36.3086	127.451
가오고등학교	14350	36.3094	127.455
가오동네거리	10360	36.3056	127.455
안대별	13480	36.287	127.455
온누리노인요양원	14660	36.2866	127.451
이사동하사	14300	36.2864	127.448
이사동	14290	36.2861	127.446
이사동상사	13560	36.2818	127.443
이사동	13560	36.2861	127.446
이사동하사	14310	36.2863	127.448
온누리노인요양원	14670	36.2866	127.451
안대별	13470	36.287	127.455
구도동	13800	36.2737	127.473
삼괴동/덕산마을	13920	36.2581	127.479
삼괴동/송촌마을	13900	36.2548	127.478
공주마을	13880	36.2521	127.477
소룡골입구	13860	36.2446	127.474
하소룡골	13830	36.243	127.461
상소룡골	14320	36.2428	127.454
상소룡골	14320	36.2426	127.455
하소룡골	14330	36.2429	127.461
산정마을종점	14810	36.2344	127.455
산정마을종점(출발)	8072537	36.2344	127.455
소룡골입구	13870	36.2445	127.474
공주마을	13890	36.2521	127.478
삼괴동/송촌마을	13910	36.2548	127.478
삼괴동/덕산마을	13930	36.2575	127.479
구도동	13810	36.2736	127.473
가오동네거리	10370	36.3054	127.455
가오고등학교	14340	36.3099	127.455
가오동	10290	36.3082	127.45
석교치안센터	20920	36.3076	127.446
동명중학교	20870	36.3112	127.439
대전역동광장종점	9007514	36.3327	127.438
중앙동주민센터	11460	36.3352	127.439
대성여자고등학교	12350	36.337	127.439
삼성초등학교	12310	36.3365	127.43
대전역	12370	36.3334	127.431
인동네거리	10120	36.3218	127.439
동부경찰서	10150	36.3222	127.441
신흥마을아파트후문	10610	36.3213	127.445
신흥역	10630	36.3194	127.449
판암근린공원	10650	36.318	127.452
미리내아파트	10670	36.3169	127.456
판암역	10740	36.3169	127.459
판암네거리	10800	36.3181	127.462
판암차량기지	10850	36.3204	127.471
삼정동	10870	36.3259	127.473
비룡동입구	12690	36.3328	127.478
비룡/줄골	12730	36.3384	127.478
비룡/새동네	12720	36.3439	127.478
비룡교차로	12650	36.3484	127.473
금성마을	12790	36.3537	127.478
주산동/상촌	12810	36.3566	127.478
원주산.양지말	12830	36.3608	127.48
추동취수장	12610	36.3707	127.476
동명초등학교	12590	36.3732	127.475
대청호자연생태관	12520	36.3737	127.472
중말	12510	36.3733	127.468
대청호자연생태관	12540	36.3736	127.472
동명초등학교	12580	36.3734	127.475
중추마을/가래울	12560	36.3757	127.476
마산B지구	12630	36.379	127.478
마산/진등날	12850	36.3835	127.48
원마산	12880	36.3864	127.481
효평고개소공원	14460	36.3927	127.476
효평동	12910	36.3988	127.468
효평마루	12930	36.4064	127.474
효평삼거리	12950	36.4096	127.474
직동종점	12960	36.4176	127.479
직동종점	12960	36.4164	127.478
효평삼거리	12940	36.4093	127.474
효평마루	12920	36.4064	127.473
효평동	12900	36.3989	127.468
효평고개소공원	14470	36.3925	127.476
원마산	12870	36.3866	127.481
마산/진등날	12840	36.3834	127.48
마산B지구	12620	36.3791	127.478
중추마을/가래울	12550	36.3758	127.475
동명초등학교	12570	36.373	127.475
추동취수장	12600	36.3707	127.476
원주산.양지말	12820	36.3607	127.48
주산동/상촌	12800	36.3566	127.478
금성마을	12780	36.3537	127.477
비룡교차로	12640	36.3486	127.473
비룡/새동네	12700	36.3439	127.478
비룡/줄골	12710	36.3384	127.478
대전동신과학고	12670	36.3315	127.476
삼정동	10860	36.3258	127.473
판암차량기지	10840	36.3213	127.472
판암IC	10830	36.3188	127.468
판암네거리	10780	36.3182	127.462
판암역	10760	36.3173	127.46
판암역네거리	10680	36.3171	127.456
판암근린공원	10660	36.3181	127.452
신흥역	10640	36.3193	127.45
신흥마을아파트	10600	36.3211	127.446
동부경찰서	10140	36.3225	127.441
대전역/하나은행	12380	36.3337	127.432
삼성네거리	12320	36.3371	127.43
계룡디지텍고입구	12340	36.3394	127.433
성남네거리	11990	36.3401	127.436
대성여자고등학교	12360	36.3374	127.438
중앙동주민센터	11450	36.3356	127.439
대전대학교	11100	36.3327	127.464
새울	11130	36.3308	127.466
에코포레아파트	11140	36.3281	127.466
용운국제수영장	11110	36.3246	127.465
판암주공5단지	10750	36.3222	127.46
판암2동주민센터	10700	36.3198	127.457
추동	12770	36.3642	127.477
양구례마을	14560	36.4052	127.492
냉천골종점	12860	36.4154	127.491
냉천골종점	12860	36.415	127.491
양구례마을	14570	36.4052	127.492
추동	12760	36.3642	127.476
판암역네거리	10690	36.3173	127.457
판암주공4단지	10720	36.3212	127.459
판암테크노타운	10770	36.3222	127.461
용운국제수영장	11120	36.3245	127.465
복음아파트	11160	36.3285	127.467
새울	11150	36.3309	127.466
대전대학교	14250	36.333	127.464
상추	12500	36.3744	127.468
천개동종점	12890	36.3821	127.459
천개동종점	12890	36.3816	127.459
상추	12490	36.3743	127.468
대전역/중앙시장	10010	36.3295	127.433
중앙시장	10050	36.3286	127.434
대전동신과학고	12680	36.3323	127.477
가는골	12750	36.335	127.483
세천/새동네	13000	36.3361	127.486
세천동	13020	36.3404	127.492
대청동주민센터	13050	36.3433	127.493
세천공원삼거리	14580	36.3478	127.498
안아감마을	13200	36.3532	127.516
바깥아감	13110	36.3536	127.499
요골	13130	36.357	127.5
비금부락	13150	36.3622	127.501
신절골	13170	36.3657	127.503
구절골	13190	36.369	127.507
신촌동	13220	36.3722	127.51
국제금식기도원	14390	36.375	127.514
모래재	13240	36.3812	127.516
사성동	13260	36.3864	127.519
방아실입구.와정리	13280	36.3909	127.531
와정.자괏	62310	36.3883	127.538
한저골	62370	36.3912	127.544
방아실	62380	36.3887	127.547
방아실	62380	36.3898	127.546
한저골	62360	36.3912	127.544
와정.자괏	62320	36.3884	127.538
금오골	62350	36.3853	127.541
새거리	62300	36.3821	127.538
항곡리종점	62270	36.3742	127.535
남송타운	62420	36.3605	127.527
비야리	62400	36.3578	127.526
비야리	62410	36.3552	127.526
바깥아감	14410	36.3521	127.498
세천삼거리	13080	36.348	127.496
세천치안센터	13040	36.3429	127.493
세천동	13010	36.3405	127.492
세천/새동네	12990	36.3361	127.486
가는골	12740	36.3353	127.483
세천공원	14420	36.3307	127.481
가는골입구	14370	36.3309	127.486
세정골	13030	36.3323	127.492
오리골	13060	36.3493	127.488
주촌동	13360	36.3969	127.532
주촌1구	13380	36.3987	127.534
주촌2구	13340	36.4156	127.538
오동	13320	36.416	127.534
토망대	13290	36.4171	127.53
우무동리	61020	36.423	127.532
어부동	61040	36.43	127.539
사음리	61050	36.4311	127.542
회남대교	61070	36.4334	127.55
양중지	61100	36.4335	127.561
양지공원	61110	36.4337	127.565
송림가든	61140	36.4362	127.567
분저리	61180	36.4377	127.571
신곡리	61160	36.4403	127.57
남대문리	61200	36.4433	127.573
남대문공원	61220	36.4443	127.575
회남종점	61210	36.445	127.58
회남종점	61210	36.4441	127.579
남대문공원	61230	36.4444	127.575
남대문리	61190	36.4435	127.573
신곡리	61150	36.4404	127.57
분저리	61170	36.4375	127.571
송림가든	61130	36.4363	127.567
양지공원	61120	36.4338	127.565
양중지	61090	36.4336	127.561
회남대교	61080	36.4335	127.55
사음리	61060	36.4312	127.542
어부동	61030	36.4301	127.539
우무동리	61010	36.423	127.531
토망대.오동	13300	36.4169	127.531
오동	13310	36.416	127.533
주촌2구	13330	36.4157	127.537
주촌1구	13370	36.399	127.534
주촌동	13350	36.397	127.532
방아실입구.와정리	13270	36.391	127.531
사성동	13250	36.3866	127.519
모래재	13230	36.3814	127.516
국제금식기도원	14400	36.375	127.514
신촌동	13210	36.3725	127.51
구절골	13180	36.3691	127.507
신절골	13160	36.3659	127.503
비금부락	13140	36.3623	127.501
요골	13120	36.3569	127.499
바깥아감	13100	36.3539	127.499
세정골	14240	36.3323	127.492
가는골입구	14380	36.3311	127.486
세천공원	14430	36.3309	127.481
달전리	75430	36.462	127.349
둔곡3교	45130	36.4572	127.36
둔곡동	45150	36.4529	127.359
서한이다음2단지	45170	36.4518	127.362
구룡2통	45200	36.4471	127.365
구룡	45210	36.446	127.368
송강중학교	45600	36.4379	127.383
송강전통시장	44830	36.4354	127.387
한국가스기술공사	45580	36.4348	127.39
신구교	51820	36.4389	127.396
한국교통안전공단	51930	36.4465	127.407
한국타이어	51730	36.4482	127.41
한국타이어후문	51760	36.4491	127.417
석봉네거리	52040	36.4483	127.42
대전이문고	52060	36.4465	127.422
덕암동	52090	36.4451	127.424
대덕구보건소	52120	36.4435	127.425
신탄중앙중학교	52100	36.441	127.424
신탄진동행정복지센터	52840	36.4515	127.43
용정초등학교	52950	36.4534	127.436
금강로하스타워	53000	36.4485	127.443
보조댐	52530	36.4487	127.452
삼정취수장	52650	36.4494	127.456
미호교	52730	36.4588	127.466
숯골	52750	36.4649	127.467
벌말	52770	36.4669	127.469
안골	53180	36.47	127.472
금강로하스대청공원	53190	36.4725	127.476
대청댐(종점)	53210	36.4753	127.48
금강로하스대청공원	53200	36.472	127.475
대청댐	52780	36.4707	127.473
벌말	52760	36.4667	127.469
숯골	52740	36.4644	127.467
미호교	52720	36.46	127.466
삼정취수장	52640	36.4495	127.456
보조댐	52520	36.4488	127.452
금강로하스타워	52990	36.4489	127.445
동일스위트리버스카이	52960	36.4527	127.434
신탄진동행정복지센터	52860	36.4517	127.431
신탄중앙중학교	52110	36.4413	127.425
대덕구보건소	52130	36.4433	127.425
한밭아파트	51690	36.4451	127.424
대전이문고	52070	36.4464	127.422
석봉네거리	51670	36.4485	127.42
한국타이어후문	51770	36.4496	127.416
한국교통안전공단	51810	36.4463	127.406
신구교	51780	36.4396	127.396
한국가스기술공사	45570	36.4357	127.39
송강전통시장	44820	36.4357	127.387
구룡	45220	36.4461	127.369
구룡2통	45190	36.4473	127.365
서한이다음2단지	45180	36.4519	127.362
둔곡동	45160	36.4527	127.359
둔곡3교	45140	36.4574	127.36
대한통운종점	50710	36.3839	127.425
대한통운종점	50710	36.3835	127.426
영진아파트	51100	36.3744	127.427
회덕동주민센터	50680	36.3765	127.421
대한통운	50700	36.3805	127.425
정수장	50770	36.3851	127.425
대덕구장애인복지관	53170	36.3881	127.423
성우동산	50750	36.3901	127.421
연축아파트	50760	36.396	127.423
회덕과선교	53320	36.404	127.424
장동약수터	50880	36.4041	127.431
장동예비군훈련장	53090	36.4067	127.43
장동고개	50900	36.4095	127.432
장동초등학교	52410	36.4134	127.438
장동1구	52490	36.4152	127.441
장동종점	53100	36.4169	127.441
진골마을	53110	36.4153	127.442
장동주민문화센터	53280	36.4127	127.441
장동지구산림욕장	52460	36.4069	127.439
새뜸마을	52390	36.4023	127.437
산디마을삼거리	52440	36.3978	127.438
장동2구	52510	36.395	127.443
장동2구	52510	36.396	127.44
산디마을삼거리	52450	36.3978	127.438
새뜸마을	52400	36.4021	127.438
장동지구산림욕장	52470	36.4073	127.439
장동주민문화센터	53290	36.4126	127.441
진골마을	53120	36.4153	127.442
장동종점	52500	36.4168	127.441
장동1구	52480	36.4152	127.44
장동초등학교	52420	36.4136	127.438
장동고개	50890	36.4096	127.432
장동예비군훈련장	53080	36.4068	127.43
장동약수터	50870	36.4041	127.43
회덕과선교	53330	36.4042	127.424
와동초등학교	50790	36.3961	127.422
성우동산	50740	36.3889	127.421
대한통운종점	8003108	36.3823	127.425
세종고속시외버스터미널	75360	36.4688	127.273
용포리	75630	36.4685	127.281
금남초등학교	75160	36.4713	127.286
신촌리	75210	36.4735	127.288
호탄리	75230	36.4763	127.297
장영실고등학교	75260	36.4776	127.299
장재리2	75280	36.4788	127.305
장재리1	75290	36.48	127.312
길재고개	75310	36.4809	127.317
황룡1교	75340	36.4797	127.321
황용삼성복지회관	75380	36.4802	127.33
초정약수터	75390	36.4795	127.335
대박리2	75410	36.4782	127.344
대박리1	75450	36.4771	127.349
박산리	75470	36.4772	127.355
박산고개	75490	36.4751	127.362
신동	46740	36.4757	127.37
신동천교	46760	36.4738	127.377
꽃묘생산단지	46430	36.474	127.383
대동금탄동입구	44880	36.472	127.388
금고동	44930	36.4667	127.39
금고1통	44920	36.4638	127.39
금고동매립장	44900	36.4605	127.389
금고2통	44860	36.459	127.385
구즉동주민센터입구	45330	36.4398	127.387
금강엑슬루타워	51660	36.4493	127.421
석봉초등학교	52900	36.4481	127.434
보훈병원	53390	36.4478	127.439
보훈병원종점	52970	36.4482	127.439
석봉초등학교	52870	36.448	127.433
금강엑슬루타워	51680	36.4496	127.421
구즉동주민센터입구	45340	36.4401	127.387
금고2통	44870	36.4589	127.385
금고동매립장	44910	36.4605	127.389
금고1통	44940	36.4638	127.39
금고동	44950	36.4668	127.391
대동금탄동입구	44890	36.4721	127.388
꽃묘생산단지	46420	36.4741	127.383
신동천교	46750	36.4739	127.376
신동	46730	36.4758	127.368
박산고개	75480	36.4751	127.363
박산리	75460	36.4773	127.354
대박리1	75440	36.4772	127.349
대박리2	75420	36.4783	127.344
초정약수터	75400	36.4793	127.336
황용삼성복지회관	75370	36.4804	127.331
황룡1교	75330	36.4798	127.321
길재고개	75320	36.4809	127.317
장재리1	75300	36.4801	127.312
장재리2	75270	36.4787	127.304
장영실고등학교	75250	36.4774	127.298
호탄리	75240	36.4763	127.296
신촌리	75220	36.4738	127.288
금남초등학교	75150	36.4719	127.286
용포리	75070	36.4684	127.282
세종고속시외버스터미널	75350	36.4691	127.274
안산동	43790	36.4147	127.299
안산산성	43760	36.4126	127.298
안산1통	46030	36.4104	127.3
국방과학연구소입구	43810	36.4061	127.303
외삼1통	43830	36.3985	127.31
반석마을입구	43920	36.3953	127.312
반석역	43970	36.3916	127.315
반석네거리	42380	36.3867	127.318
지족역	42420	36.3847	127.32
지족동	42460	36.3801	127.323
유성경찰서	42480	36.3768	127.324
열매마을5.6단지	42400	36.376	127.32
노은역	42330	36.3742	127.318
월드컵경기장역	42220	36.3689	127.318
노은농수산물시장	42270	36.3668	127.322
죽동네거리	42000	36.3665	127.332
온천2동주민센터	45280	36.3652	127.335
한진오피스텔	41340	36.3564	127.342
유성온천역1번출구	46850	36.3528	127.344
만년교	41370	36.352	127.347
대전교통공사	32720	36.3512	127.355
대전일보사	32750	36.3536	127.361
갈마네거리	31750	36.3535	127.368
갈마육교	31900	36.3513	127.371
큰마을아파트	31970	36.3476	127.377
유승기업사	31020	36.3435	127.381
탄방네거리	31420	36.3422	127.386
롯데백화점	31450	36.3401	127.391
용문역1번출구	30970	36.3371	127.394
오룡역4번출구	21330	36.3291	127.404
오룡역1번출구	21370	36.3274	127.406
서대전네거리역4번출구	21400	36.3249	127.409
중구청	20600	36.3257	127.421
중앙로역4번출구	20680	36.3278	127.424
대전역	12460	36.3305	127.431
대성여자고등학교	12350	36.3382	127.438
중앙로역6번출구	20300	36.3282	127.424
대전충남병무청	21240	36.323	127.415
서대전네거리역5번출구	21200	36.3241	127.411
중도일보	21190	36.3264	127.408
오룡역5번출구	21160	36.33	127.404
용문역8번출구	30980	36.3376	127.394
용문역5번출구	31160	36.3392	127.392
서부농협본점	31120	36.3424	127.387
개나리아파트	31050	36.3434	127.383
대전상공회의소	32100	36.3463	127.379
큰마을네거리	32030	36.3492	127.376
갈마육교	31910	36.3514	127.372
갈마네거리	31770	36.3536	127.369
대전일보사	32760	36.3542	127.362
월평삼거리	32730	36.3529	127.356
대전교통공사	32690	36.3511	127.352
만년교	41380	36.3528	127.346
충남대학교	42590	36.3627	127.344
장대네거리	42070	36.3655	127.336
죽동네거리	41990	36.3669	127.332
노은농수산물시장	42260	36.367	127.321
월드컵경기장역	42250	36.3682	127.318
노은역	42360	36.3747	127.318
열매마을5.6단지	42410	36.3759	127.32
유성경찰서	42490	36.3777	127.325
유성장애인복지관	42450	36.3812	127.323
지족역	42430	36.3849	127.32
송림마을1단지	43990	36.3885	127.318
반석역	43980	36.3915	127.315
반석마을입구	43940	36.395	127.313
외삼삼거리	43840	36.3994	127.31
국방과학연구소입구	43820	36.406	127.303
안산1통	43800	36.4106	127.3
안산산성	46040	36.413	127.298
안산동	43790	36.4146	127.298
충남대학교	42620	36.3614	127.345
홈플러스유성점	41390	36.3594	127.354
월평역	32740	36.3585	127.361
월평중학교	34810	36.3577	127.367
갈마역	31920	36.3575	127.373
정부청사역	32210	36.3574	127.381
샘머리공원	32600	36.3574	127.393
가람아파트	32650	36.3574	127.396
오정농수산물시장	50040	36.3573	127.408
화정초등학교	50110	36.3581	127.412
중리지구대	51280	36.3586	127.421
한남대북문	53130	36.3587	127.423
한남병원	51370	36.3588	127.426
중리네거리	51430	36.3588	127.43
용전동주민센터	11750	36.358	127.432
용전초등학교입구	11770	36.3551	127.432
대전지방국토관리청	11740	36.3522	127.432
용전네거리	11730	36.3499	127.432
동부네거리	11490	36.3502	127.44
가양도서관	11520	36.349	127.443
가양네거리	11540	36.3465	127.445
흥룡초등학교	11560	36.3443	127.446
자양동	11320	36.3406	127.449
우송대학교서캠퍼스	11310	36.3375	127.448
우송고등학교	11290	36.3344	127.446
자양초등학교	11280	36.3313	127.444
대전역/역전시장	14270	36.3301	127.433
대전역동광장	11410	36.3329	127.437
이스트시티아파트	11380	36.3281	127.439
대동역2번출구	11170	36.3288	127.441
대동역7번출구	11210	36.3303	127.444
우송고등학교	11240	36.333	127.445
우송대삼거리	11300	36.336	127.447
우송어학센터	11340	36.34	127.449
대주파크빌	11590	36.3426	127.448
가양네거리	11550	36.3464	127.445
가양도서관	11530	36.3486	127.444
동부네거리	11870	36.3504	127.44
용전네거리	11760	36.35	127.432
대전지방국토관리청	11780	36.3521	127.433
용전초등학교입구	11790	36.355	127.433
중리네거리	51420	36.3593	127.43
증산도교육문화회관	51320	36.3591	127.425
중리지구대	51260	36.359	127.421
신동아아파트	50100	36.3585	127.412
오정농수산물시장	50030	36.3577	127.408
수정타운아파트	32660	36.3577	127.397
둥지아파트	32510	36.3577	127.391
정부청사역	32270	36.3579	127.382
갈마역	32870	36.3579	127.372
진달래아파트	34800	36.3582	127.366
월평역	32770	36.3587	127.362
유림공원	45290	36.3598	127.355
다솔아파트	42680	36.3613	127.347
구암역	41870	36.3563	127.332
유성시외버스정류소	41560	36.356	127.331
봉명동	41250	36.3501	127.339
유성온천역2번출구	41280	36.352	127.341
갈마삼거리	31830	36.3502	127.369
한밭고.갈마중입구	31840	36.3467	127.369
갈마아파트3단지	31880	36.3425	127.371
KT인재개발원	31340	36.3387	127.375
괴정네거리	31670	36.3359	127.379
한민시장	31700	36.3322	127.383
가장네거리	31480	36.3305	127.385
가장교	31530	36.3286	127.387
태평오거리	21470	36.3262	127.393
태평1동주민센터	21580	36.3261	127.397
오룡역2번출구	21290	36.3281	127.404
중도일보	21390	36.3261	127.408
중앙로역1번출구	20040	36.3288	127.427
대전역	12470	36.3308	127.432
신안동	11470	36.3316	127.441
우송중고등학교	14820	36.3348	127.442
우송대학교서캠퍼스	14840	36.3383	127.445
자양동	14860	36.3408	127.447
가양네거리	11580	36.346	127.447
대전보건대학	11630	36.3483	127.451
한국폴리텍대학	11650	36.3506	127.452
명석고등학교	51630	36.3534	127.454
길치근린공원	51640	36.3566	127.454
금성백조아파트	51610	36.3584	127.451
송촌고등학교	51040	36.3621	127.445
동춘당	50960	36.3651	127.44
동춘당	50960	36.3659	127.439
선비마을3단지	50980	36.3681	127.44
선비마을4단지	51060	36.3665	127.445
송촌고등학교	51050	36.3619	127.445
금성백조아파트	51600	36.3583	127.45
길치근린공원	51620	36.3571	127.454
명석고등학교	11690	36.3541	127.454
한국폴리텍대학	11640	36.3506	127.452
대전보건대학	11610	36.3484	127.451
가양동우체국	11570	36.3462	127.447
대주파크빌	14870	36.3414	127.448
우송대학교서캠퍼스	14850	36.339	127.445
대성여자중고등학교	14830	36.3366	127.443
오룡역3번출구	21300	36.3284	127.404
태평1동주민센터	21550	36.3266	127.397
태평오거리	21460	36.3266	127.393
가장교	31540	36.3288	127.388
가장네거리	31500	36.3307	127.385
한민시장	31710	36.3326	127.383
괴정네거리	31360	36.3362	127.379
KT인재개발원	31350	36.3385	127.376
푸른아파트	31890	36.3427	127.371
둔산소방서	31870	36.3467	127.37
동산아파트입구	31850	36.3495	127.369
봉명동	41240	36.3503	127.339
정보통신공사협회	41540	36.3531	127.33
유성시외버스정류소	41570	36.3558	127.331
장대중학교	42150	36.3609	127.339
국립중앙과학관	43190	36.3739	127.378
서구보건소	34710	36.3683	127.379
무궁화아파트	32140	36.3632	127.379
한아름아파트	32920	36.3624	127.376
성룡초등학교	32890	36.3613	127.374
누리아파트후문	32880	36.3592	127.374
갈마역	31940	36.3566	127.374
둔산여자고등학교	31930	36.3538	127.374
갤러리아타임월드	32050	36.3516	127.377
SK브로드밴드	32220	36.3511	127.381
대전광역시청	32350	36.3511	127.385
샤크존	31110	36.3481	127.386
탄방역.대전고용센터	31090	36.3469	127.386
녹원아파트	32260	36.3461	127.382
탄방역종점	31080	36.3453	127.385
탄방역1번출구	31060	36.3453	127.384
